npi	city	state	zip	count	average_payment	year
1609076983	STANFORD	CA	943052200	14	73.845	2013
1609167261	BRANFORD	CT	064053061	139	272.25482014	2013
1609167949	VINCENNES	IN	475911038	21	67.41	2013
1609179415	PLANO	TX	750935619	70	248.054	2013
1609197052	PHILADELPHIA	PA	191075127	38	63.543947368	2013
1609802628	WINTER HAVEN	FL	338804215	163	71.713006135	2013
1609802792	CRYSTAL RIVER	FL	34429	19	161.58210526	2013
1609804913	PLANO	TX	750244236	18	66.752777778	2013
1609805142	WEST COLUMBIA	SC	291694810	58	63.64362069	2013
1609807528	NEWTON	MA	02462	100	82.35119241199999	2013
1609809300	VALDOSTA	GA	316022538	33	151.51151515	2013
1609810951	DALLAS	TX	752877337	15	74.464666667	2013
1609813831	BOISE	ID	837061309	16	152.428125	2013
1609814508	MCKINNEY	TX	750693433	244	242.78787118	2013
1609815075	FAYETTEVILLE	GA	302144548	18	243.69666667	2013
1609816834	CHARLESTON	SC	29403	206	70.677034393	2013
1609818608	WALNUT CREEK	CA	945983122	13	94.918461538	2013
1609821545	JACKSONVILLE	FL	322044786	26	69.993461538	2013
1609822469	SAN JOSE	CA	951281422	33	81.628166667	2013
1609822873	MASON CITY	IA	504012857	15	52.94	2013
1609824457	AUSTIN	TX	787316400	92	172.18655294	2013
1609825405	TURLOCK	CA	953822012	177	70.325649718	2013
1609826361	SAN FRANCISCO	CA	941153036	202	317.253403535	2013
1609827898	HARTFORD	CT	061051208	565	82.197921588	2013
1609829274	GASTONIA	NC	280542134	460	126.57443478	2013
1609832229	CHATTANOOGA	TN	37421	336	68.110938008	2013
1609834324	PITTSBURGH	PA	152241770	169	64.119408284	2013
1609834670	WEST SPRINGFIELD	MA	010893311	39	169.93846154	2013
1609835214	SEATTLE	WA	98133	38	186.41763158	2013
1609837475	MIAMI BEACH	FL	331402800	39	92.571538462	2013
1609838986	ENGLEWOOD	NJ	076314957	49	76.364081633	2013
1609840792	BLACKSBURG	VA	240606678	45	64.369777778	2013
1609844547	JOHNSON CITY	NY	137902107	20	68.094	2013
1609846120	NEW YORK	NY	100216007	258	87.583643411	2013
1609846435	LITTLE ROCK	AR	722053380	115	155.578466665	2013
1609846880	SHREVEPORT	LA	711055347	27	66.137407407	2013
1609847896	NIAGARA	WI	541511043	50	68.349	2013
1609849678	LINCOLN	NE	685066801	22	74.626363636	2013
1609850049	COLUMBUS	OH	432143437	37	153.45972973	2013
1609850304	TULLAHOMA	TN	373882477	26	58.337692308	2013
1609851773	MARIETTA	GA	300606969	22	79.57	2013
1609854132	ALBUQUERQUE	NM	871064917	48	70.413109244	2013
1609854520	LOUISVILLE	KY	402224904	1390	114.27598776250001	2013
1609856194	EL PASO	TX	79902	21	66.86952381	2013
1609856202	DOTHAN	AL	363051056	114	70.5616944445	2013
1609856723	EDDYSTONE	PA	190221375	171	187.412444525	2013
1609861392	BRADENTON	FL	34210	19	160.65842105	2013
1609862085	COLUMBUS	OH	432101240	45	68.389555556	2013
1609862630	LOWELL	MA	018542134	93	76.9104891305	2013
1609863745	LEWISTOWN	PA	170441167	132	75.8905444305	2013
1609865252	PORTLAND	OR	972093165	46	71.385869565	2013
1609866144	PENSACOLA	FL	325146050	476	75.8294907855	2013
1609866540	WASHINGTON	DC	200363701	98	73.4430588235	2013
1609866557	DANVERS	MA	019234065	177	107.30875022766666	2013
1609867803	GREENSBORO	NC	274011038	28	61.9375	2013
1609869783	ORCHARD PARK	NY	141272159	71	140.72380282	2013
1609870336	DALLAS	TX	752373764	76	247.934	2013
1609872597	MACON	GA	312173838	88	225.634285715	2013
1609873603	AUSTIN	TX	787313100	87	68.771954023	2013
1609874767	TULSA	OK	741363402	45	64.742666667	2013
1609875970	SAN ANTONIO	TX	782092060	98	71.969343175	2013
1609876556	FRISCO	CO	80443	51	253.08941176	2013
1609879527	HENDERSONVILLE	TN	37075	45	104.5469012625	2013
1609881978	ORADELL	NJ	076491600	131	86.51118122966666	2013
1609883495	CADILLAC	MI	496011937	15	130.06333333	2013
1609884378	WINSTON SALEM	NC	271570001	77	61.684285714	2013
1609885557	TRENT WOODS	NC	285627540	26	66.857692308	2013
1609887413	PORTLAND	OR	972255914	57	260.50947368	2013
1609891340	MEDFORD	OR	975047134	17	77.209411765	2013
1609894021	BAD AXE	MI	484139615	43	63.917906977	2013
1609896539	PORTLAND	OR	972255033	75	268.93452346	2013
1609899822	GALESBURG	IL	614012807	315	72.9765	2013
1609907211	SHREWSBURY	NJ	077024179	148	254.009953225	2013
1609918879	LOUISVILLE	KY	402416150	72	66.4005208335	2013
1609926146	GAINESVILLE	FL	326103003	36	75.9506666665	2013
1609929462	CHICAGO	IL	606405759	256	135.09733545725	2013
1609930676	MESA	AZ	852061744	830	252.408479215	2013
1609933027	CONYERS	GA	300123812	41	69.62195122	2013
1609940113	DETROIT	MI	48202	64	78.50629554700001	2013
1609950716	NASHVILLE	TN	372320001	32	149.9840625	2013
1609952266	LA GRANGE	TX	789452610	96	63.978333333	2013
1609960483	EL CENTRO	CA	922434306	75	72.499466667	2013
1609964832	ASHLAND	KY	411017034	103	70.8594455545	2013
1609965961	BROOKINGS	SD	570064417	50	342.924	2013
1609968346	ENCINITAS	CA	920242815	37	71.084324324	2013
1609978618	TEMECULA	CA	925915201	18	173.29444444	2013
1609980432	NEWPORT BEACH	CA	926607985	116	139.9321718165	2013
1609989870	ROCKY MOUNT	NC	278042225	647	132.45902367233333	2013
1609992783	LEWISTON	ID	835012431	26	65.652692308	2013
1609996149	ROCKVILLE	MD	208522737	216	251.77436790000002	2013
1609998434	BETHESDA	MD	208171809	205	114.39048136766667	2013
1619001997	WYOMISSING	PA	196102100	101	75.70713713699999	2013
1619008141	NORFOLK	VA	235021871	61	70.77270032050001	2013
1619013455	CHICAGO	IL	606123841	597	248.71470834500002	2013
1619014230	SAN DIEGO	CA	921211733	47	122.6831272725	2013
1619016409	OMAHA	NE	681142881	39	63.068717949	2013
1619020401	JACKSON	MS	39202	73	81.377671233	2013
1619040268	SANTA FE	NM	875054728	377	249.95811145	2013
1619045689	HENDERSON	NV	890524374	112	158.61222078	2013
1619059854	PINOLE	CA	945642583	39	78.425128205	2013
1619060589	LITTLE ROCK	AR	722053380	241	146.11633648499998	2013
1619065281	CLEVELAND	OH	441950001	131	65.124580153	2013
1619068616	MORRISTOWN	NJ	079603150	18	57.961111111	2013
1619071214	GOODLETTSVILLE	TN	370723132	440	233.25137378	2013
1619073707	YPSILANTI	MI	481987914	383	95.49715229899999	2013
1619076411	GALLOWAY	NJ	082059419	20	74.041	2013
1619076494	BOSTON	MA	02215	79	74.857088608	2013
1619076528	NOVATO	CA	949454110	77	145.3394696965	2013
1619077211	LAKE ORION	MI	483601421	37	243.61216216	2013
1619084738	OKLAHOMA CITY	OK	731183428	307	70.0129765315	2013
1619089125	VALDOSTA	GA	316026814	128	74.84797189849999	2013
1619093218	CLEBURNE	TX	76031	494	241.276557185	2013
1619095247	GLENDORA	CA	917414205	97	74.522164948	2013
1619101656	WHITE PLAINS	NY	106042901	163	210.334978815	2013
1619101763	HYDE PARK	MA	021361856	279	266.53174477	2013
1619133444	FORT WAYNE	IN	468251609	67	164.77978788000001	2013
1619135175	BOCA RATON	FL	334282231	32	173.651875	2013
1619139755	ORLANDO	FL	328064475	45	64.004444444	2013
1619142718	GULFPORT	MS	395012404	16	59.07125	2013
1619144391	LITTLE ROCK	AR	722041752	224	71.2583653845	2013
1619144466	STONY BROOK	NY	117948480	20	85.98	2013
1619149580	TUCSON	AZ	857240001	14	60.639285714	2013
1619149960	VANCOUVER	WA	986641913	34	268.68764706	2013
1619161221	HOT SPRINGS	AR	719136442	883	155.28168996	2013
1619162104	BOWLING GREEN	KY	421037940	217	159.11347990500002	2013
1619163755	CHICO	CA	959263310	17	73.243529412	2013
1619165867	MT. LAUREL	NJ	08054	74	84.17406249999999	2013
1619170453	ARLINGTON	TX	76018	255	73.7128656125	2013
1619170685	ODENTON	MD	211131648	33	64.065454545	2013
1619171188	HATTIESBURG	MS	394017246	67	66.813134328	2013
1619171576	AUBURN	WA	980024013	117	80.9166076555	2013
1619175833	SCOTTSDALE	AZ	852623688	113	77.3325685235	2013
1619178308	COLUMBUS	OH	432404042	29	114.68896552	2013
1619188133	SAINT LOUIS	MO	631261827	58	108.47214285700001	2013
1619188505	MARIETTA	GA	300601269	42	76.235048077	2013
1619194842	NEWNAN	GA	302651618	18	146.41888889	2013
1619218096	SAN MARCOS	TX	786667559	50	230.12808333499999	2013
1619242278	DERRY	NH	030381505	58	245.27293103	2013
1619244175	BARRINGTON	IL	600102623	266	254.808387095	2013
1619245230	NEW BRUNSWICK	NJ	089012066	73	258.29150685	2013
1619257409	ASHTABULA	OH	440044134	71	162.06352113	2013
1619299179	FOUNTAIN VALLEY	CA	927083846	14	264.45571429	2013
1619901378	HARTFORD	CT	061121513	22	75.81	2013
1619902616	LANCASTER	PA	176012644	206	167.94452152999997	2013
1619907433	MURFREESBORO	TN	371292598	16	126.889375	2013
1619907490	TAYLORSVILLE	UT	841236631	200	161.43928322	2013
1619909249	KENNEBUNK	ME	040436747	75	168.0176	2013
1619920493	ST. PETERSBURG	FL	337051407	327	138.84370103366666	2013
1619921103	MERCED	CA	95340	378	79.589038425	2013
1619921608	PITTSFIELD	MA	012013001	206	69.514396846	2013
1619923950	AUSTIN	TX	787311181	74	239.17922043	2013
1619924586	HAGERSTOWN	MD	217426700	30	70.685666667	2013
1619924701	ROCKVILLE	MD	208503218	95	78.956021242	2013
1619925971	BEVERLY HILLS	CA	902112930	113	163.95247788	2013
1619926755	VISTA	CA	920836030	28	245.17285714	2013
1619927225	KANSAS CITY	MO	641314511	500	139.630229365	2013
1619930575	GRAND RAPIDS	MI	49546	696	124.675003705	2013
1619931896	ROCHESTER	NY	146420001	45	59.519777778	2013
1619932761	PARK CITY	UT	840607548	113	65.468115657	2013
1619933835	DAVENPORT	IA	528073461	183	220.17894179500001	2013
1619935483	HILTON HEAD ISLAND	SC	299262389	266	224.62798062000002	2013
1619938545	GRAND RAPIDS	MI	495466113	455	154.45406065	2013
1619939246	PORTSMOUTH	OH	456622677	58	76.742981818	2013
1619940582	FORT MYERS	FL	339193356	592	232.84856178	2013
1619942455	CHATTANOOGA	TN	374043239	30	74.04070135699999	2013
1619942596	ANN ARBOR	MI	481045131	35	88.282	2013
1619945367	WEST PALM BEACH	FL	334013406	422	133.4024960155	2013
1619948429	CLEARWATER	FL	337653305	218	102.55930917166667	2013
1619948908	BRADFORD	PA	167011036	67	68.651940299	2013
1619949674	POPLAR BLUFF	MO	63901	366	92.10725746033333	2013
1619950375	GLENDALE	WI	532121003	229	101.73115349700001	2013
1619955994	SAN LUIS OBISPO	CA	934055825	250	78.677929338	2013
1619956125	RAPID CITY	SD	577017375	14	77.136428571	2013
1619957305	HICKORY	NC	286015036	192	75.560443038	2013
1619957354	GREENVILLE	SC	296153593	446	70.009990594	2013
1619958790	ATHENS	GA	306066008	88	70.755105121	2013
1619960622	LOUISVILLE	KY	402074605	233	69.7619810625	2013
1619960671	MARION	IN	469522612	16	67.66875	2013
1619963311	LINCOLNSHINE	IL	600693095	15	175.31466667	2013
1619964657	LAFAYETTE	LA	705032621	84	64.834166667	2013
1619965159	NOVI	MI	483772982	66	165.53893939	2013
1619969912	PADUCAH	KY	420019060	876	70.78334707249999	2013
1619969953	NEW HAVEN	CT	065114405	14	75.65	2013
1619971082	SHAWNEE	KS	662179414	56	229.620678525	2013
1619971504	PASADENA	TX	775041728	46	226.36369565	2013
1619972494	NEW WINDSOR	NY	125537769	40	167.03975	2013
1619972791	SPARTANBURG	SC	293033127	32	229.915	2013
1619974219	STOCKTON	CA	952046019	74	251.56472973	2013
1619974789	NEW BRAUNFELS	TX	78132	183	132.16320110333334	2013
1619976123	CARMEL	IN	460325801	226	150.4329238	2013
1619978236	FORT MYERS	FL	339077531	403	131.30923879575	2013
1619983475	VANCOUVER	WA	986862311	22	66.863636364	2013
1619987005	BALTIMORE	MD	212011642	101	81.247674366	2013
1619989019	SANTA BARBARA	CA	931054814	357	281.03547447	2013
1619990397	WESTERVILLE	OH	430813376	104	70.090284238	2013
1619991288	PORTLAND	OR	972053536	13	68.46	2013
1619991296	DALLAS	TX	752402004	45	72.43075	2013
1619991643	PHOENIX	AZ	850151705	40	155.14975	2013
1619993847	SAINT LOUIS	MO	631101003	331	74.031974507	2013
1619995180	DALLAS	TX	752302505	143	244.70370629	2013
1619997327	CRAIG	CO	816258750	15	70.476	2013
1619998317	WESTON	WI	544765213	13	64.153076923	2013
1619998648	BOISE	ID	837027656	263	231.80859152	2013
1629001680	BATESVILLE	AR	725017303	110	156.782	2013
1629004890	SAN DIEGO	CA	921205208	291	66.1291934095	2013
1629005350	TRUMBULL	CT	066114552	63	69.311904762	2013
1629009568	NEPTUNE	NJ	077534859	133	80.021265484	2013
1629010947	GREENFIELD	MA	013012546	21	174.63952381	2013
1629011150	JACKSON	MS	392164643	17	62.722941176	2013
1629011762	FULLERTON	CA	928353813	209	198.808930875	2013
1629012224	MINEOLA	NY	115014064	45	74.269111111	2013
1629012869	CAMDEN	NJ	08103	32	74.254375	2013
1629014824	SALEM	OR	973062009	31	83.229677419	2013
1629015003	ABILENE	TX	796011953	1282	165.934712015	2013
1629015607	MASON CITY	IA	504012800	27	66.15	2013
1629015672	BEVERLY	MA	019156198	222	130.2341803995	2013
1629016076	RIVERDALE	MD	207371340	29	253.65310345	2013
1629016944	NORWOOD	MA	020623487	82	158.58131752266667	2013
1629017157	NOVI	MI	48377	332	185.003522505	2013
1629018189	SAN BERNARDINO	CA	924044836	32	72.83	2013
1629019518	CORONADO	CA	921181943	39	72.687692308	2013
1629020615	SANTA BARBARA	CA	931054339	30	122.654728509	2013
1629022371	HERSHEY	PA	170332360	19	67.913684211	2013
1629024732	ROCKVILLE	MD	208503945	11	84.327272727	2013
1629029319	PROVO	UT	846043380	13	149.19153846	2013
1629030648	GUNTERSVILLE	AL	359767140	181	71.01432961649999	2013
1629032446	TAMPA	FL	336134910	44	222.05636364	2013
1629032883	LAWRENCE	KS	660441335	330	73.06392727299999	2013
1629033055	GREENFIELD	WI	532212059	87	74.24312499999999	2013
1629038153	LIMA	OH	458014602	69	65.585362319	2013
1629038419	INDIANAPOLIS	IN	462561400	45	109.9596875	2013
1629043450	MOUNTAIN HOME	AR	726532955	13	71.514615385	2013
1629043955	ROYAL OAK	MI	480736712	265	186.482914145	2013
1629045125	REDDING	CA	960010160	40	176.709	2013
1629045430	SARTELL	MN	563772154	72	138.21745767	2013
1629046842	SAVANNAH	GA	314066446	112	150.37339285500002	2013
1629047246	LEWISBURG	PA	178372800	113	68.505929204	2013
1629048343	CHANUTE	KS	66720	39	66.022564103	2013
1629048962	MAYWOOD	IL	60153	138	71.047101449	2013
1629049275	MELBOURNE	FL	32940	38	113.809176135	2013
1629049762	ANCHORAGE	AK	995085222	103	182.77048544	2013
1629051529	FOUNTAIN VALLEY	CA	927084019	16	195.3175	2013
1629052188	WILLIAMSPORT	PA	177015316	51	157.44196078	2013
1629052428	WEST ALLIS	WI	532272409	172	66.595755814	2013
1629053244	COLUMBUS	OH	432123129	33	149.58727273	2013
1629053459	GRANITE CITY	IL	620404701	20	72.7985	2013
1629053608	KENT	OH	442404112	113	221.440142775	2013
1629055637	JERSEY CITY	NJ	073062929	151	85.376469298	2013
1629056528	HONOLULU	HI	968132449	24	164.08333333	2013
1629057914	FORT LAUDERDALE	FL	333084603	282	190.735612655	2013
1629058334	DOTHAN	AL	363051056	125	67.5615526315	2013
1629058516	MADISON	WI	537151849	13	157.49923077	2013
1629060843	APPLETON	WI	549138446	108	154.85583333	2013
1629061361	FAIRFIELD	CA	945333552	80	77.9555	2013
1629063904	RICHMOND	KY	404757622	571	114.07070698325	2013
1629066329	ALLENTOWN	PA	181049322	196	134.91580144933334	2013
1629067319	BRIGHTON	MA	021352907	234	83.05423611149999	2013
1629067608	PEORIA	IL	616143294	197	117.55353647275001	2013
1629068333	WASHINGTON	DC	20037	397	84.3176958455	2013
1629069190	KINGWOOD	TX	773391536	76	140.810452617	2013
1629071527	TYLER	TX	757014234	308	95.39622249066667	2013
1629071733	FORT WORTH	TX	761026026	85	155.95482353	2013
1629072996	BETHLEHEM	PA	180186505	382	112.79971204	2013
1629074091	DENVILLE	NJ	078343455	301	119.284402642	2013
1629074364	PLEASANTON	CA	945884007	29	71.697586207	2013
1629075080	INDIANAPOLIS	IN	462781381	11	67.911818182	2013
1629079611	FORT GRATIOT	MI	480593882	62	237.54693548	2013
1629085105	PUEBLO	CO	810034270	977	106.058034604	2013
1629085782	ARLINGTON	TX	760115857	14	164.82785714	2013
1629087341	ATLANTA	GA	303421701	56	77.1916726295	2013
1629097977	SALEM	VA	241537474	145	56.432896552	2013
1629099106	LEBANON	PA	170427400	26	68.379230769	2013
1629099304	BLUFFTON	SC	299106030	90	169.479391165	2013
1629103759	MOUNT AIRY	MD	217717769	32	205.02	2013
1629124623	VENTURA	CA	93003	17	71.992941176	2013
1629128780	HEMPSTEAD	NY	11550	24	190.39333333	2013
1629132360	ENCINO	CA	914364314	135	286.20570908999997	2013
1629139910	WINTER PARK	FL	327891753	79	78.82087301600001	2013
1629150511	SANTA CRUZ	CA	950651521	184	125.84390983	2013
1629158472	CHICAGO	IL	606111495	56	73.591964286	2013
1629169370	PROVO	UT	846043305	15	143.834	2013
1629171699	HUNTINGTON	WV	257052065	250	142.13484	2013
1629178090	KANSAS CITY	KS	66160	13	76.980769231	2013
1629179205	THOUSAND OAKS	CA	913611008	42	278.65333333	2013
1629181490	CLEVELAND	OH	441133612	201	112.77528244249999	2013
1629192125	BOSTON	MA	021142621	51	71.060588235	2013
1629196167	BRICK	NJ	087247732	13	75.726153846	2013
1629202981	STATEN ISLAND	NY	10314	62	207.14512605	2013
1629204078	MILWAUKEE	WI	532263522	13	67.151538462	2013
1629213079	LONGVIEW	TX	756015500	346	226.37802419000002	2013
1629227616	COLUMBUS	GA	319097291	11	69.14	2013
1629228010	UTICA	NY	135025178	37	149.87324324	2013
1629243431	THE WOODLANDS	TX	773803181	17	155.81	2013
1629244538	PLANO	TX	750754736	23	69.766956522	2013
1629249172	REDDING	CA	960012530	121	292.068603895	2013
1629249511	DURHAM	NC	277053941	12	76.94	2013
1629258322	BEND	OR	977016324	13	147.80923077	2013
1629259957	CHARLOTTESVILLE	VA	229080001	32	163.9775	2013
1629262274	SUMMERFIELD	FL	34491	94	219.96174179	2013
1629265129	NEWPORT BEACH	CA	926634162	15	77.526	2013
1629266671	STANFORD	CA	943052200	15	70.045333333	2013
1629268776	NEW YORK	NY	100223754	13	71.490769231	2013
1629283908	WINSTON SALEM	NC	271037254	17	150.91	2013
1629285549	SAVANNAH	GA	31405	121	70.487564935	2013
1629286646	COVINGTON	LA	704335903	123	69.978391116	2013
1629290689	CHATTANOOGA	TN	37404	159	96.92964587899999	2013
1629313739	COLTON	CA	923247111	134	243.37980198	2013
1629371687	NORMAN	OK	730721810	31	230.30451613	2013
1639101744	MELBOURNE	FL	32901	86	167.593901515	2013
1639102049	TAMPA	FL	336129416	12	81.3425	2013
1639103146	SARTELL	MN	563772554	15	68.793333333	2013
1639106404	ELMHURST	IL	601262966	57	74.78735880400001	2013
1639106800	CHICO	CA	95926	16	73.2	2013
1639109358	MCKINNEY	TX	750691650	144	94.966736111	2013
1639109507	MEDFORD	OR	975047134	17	77.394117647	2013
1639109739	JACKSON	MS	392164609	79	66.561940883	2013
1639110521	ANN ARBOR	MI	481059750	14	85.23	2013
1639110737	OCEAN SPRINGS	MS	39564	690	69.8476251825	2013
1639111479	TUPELO	MS	388014944	31	65.572580645	2013
1639112659	ANDERSON	SC	296212067	266	135.27240170533332	2013
1639113095	GAINESVILLE	GA	305013822	43	172.20232558	2013
1639117435	MINNEAPOLIS	MN	554032420	34	69.029411765	2013
1639117807	CAMBRIDGE	MA	021381048	105	74.022761905	2013
1639118342	ELMIRA	NY	149012809	48	149.17854167	2013
1639120801	EUGENE	OR	974018034	79	65.7940392285	2013
1639125537	SALISBURY	MD	218015422	14	72.23	2013
1639128242	WHITTIER	CA	906021006	134	64.280671642	2013
1639129778	CANTON	OH	447082614	345	76.8052591255	2013
1639129950	SARASOTA	FL	342333252	42	76.78547619	2013
1639131154	COLTON	CA	923247111	49	78.4653846155	2013
1639131162	TAMPA	FL	336094056	23	68.877391304	2013
1639133838	SANDY SPRINGS	GA	303286141	95	69.693684211	2013
1639134240	OPELIKA	AL	368015452	116	72.1501954885	2013
1639134505	PUEBLO	CO	810011236	487	223.08730175	2013
1639134653	HAVRE	MT	595015222	13	65.659230769	2013
1639135601	MIAMI	FL	33150	12	75.600833333	2013
1639137326	SPRINGFIELD	PA	190641254	32	172.520625	2013
1639140866	ORANGE PARK	FL	32073	67	174.182971015	2013
1639141005	SAN JOSE	CA	951281448	94	75.29224155833333	2013
1639141765	MANSFIELD	TX	760637833	25	69.3048	2013
1639142706	PADUCAH	KY	420038041	4100	162.263929875	2013
1639150022	RENO	NV	895034723	450	120.2815899305	2013
1639150055	NEW BRITAIN	CT	060522016	18	75.491111111	2013
1639152051	SCOTTSDALE	AZ	852595404	75	66.824266667	2013
1639152929	SCOTTSDALE	AZ	852595404	58	63.460517241	2013
1639153778	DOVER	DE	199014965	42	113.185800913	2013
1639154743	METAIRIE	LA	700062371	147	174.70675373	2013
1639158645	MISSOULA	MT	598047408	371	228.36916229000002	2013
1639158819	ROCHESTER	MN	559050001	20	72.802	2013
1639159452	ROCHESTER	MN	559050001	12	65.6025	2013
1639159635	KANSAS CITY	MO	641110000	196	77.82739819	2013
1639164189	SIKESTON	MO	638015044	43	147.97348837	2013
1639164916	DESTIN	FL	325414713	283	231.58180944	2013
1639166523	NEWPORT BEACH	CA	926634162	31	77.515806452	2013
1639166788	LAFAYETTE	LA	705085783	211	106.98473008575	2013
1639167091	ARCADIA	CA	910077616	77	77.9412749545	2013
1639169758	SOUTH WEYMOUTH	MA	021902432	194	79.1216432585	2013
1639170855	CAPE GIRARDEAU	MO	637034928	71	65.663661972	2013
1639171366	FAYETTEVILLE	NC	283043815	92	136.49706522	2013
1639171887	LEWISVILLE	TX	75057	54	66.9690277775	2013
1639174634	LEXINGTON	KY	405032925	189	235.442477275	2013
1639175037	MEMPHIS	TN	381195215	558	95.47389728866666	2013
1639175920	ALLENTOWN	PA	181036224	172	59.686744186	2013
1639175961	MISSION	TX	785726674	437	161.175116855	2013
1639177371	BELLAIRE	TX	774014515	168	167.040154475	2013
1639178908	SAN ANTONIO	TX	782323733	136	104.11886559225	2013
1639181605	CHICAGO	IL	606575640	143	81.40903200599999	2013
1639187503	MATAWAN	NJ	077472158	64	208.34050371	2013
1639193147	WEST HILLS	CA	913071902	228	83.837059385	2013
1639193352	ST. PETERSBURG	FL	337033802	49	85.675510204	2013
1639194871	CENTERVILLE	OH	454593706	18	62.032222222	2013
1639195217	HOUSTON	TX	770654229	138	244.39523148	2013
1639195423	CHAMBERSBURG	PA	172014230	23	66.154782609	2013
1639197692	FORT WORTH	TX	761094415	23	71.2625757575	2013
1639197783	MOUNT HOLLY	NJ	08060	25	90.826	2013
1639200942	COLUMBIA	MO	652033639	72	68.3051363635	2013
1639203664	ROCK SPRINGS	WY	829015868	38	166.50184211	2013
1639204258	NORWALK	OH	448572374	190	66.816210526	2013
1639211808	INDIANAPOLIS	IN	462601828	45	67.555333333	2013
1639221948	PASADENA	CA	911053045	48	36.600625	2013
1639229545	RED OAK	TX	751543898	17	156.37117647	2013
1639236573	ELK GROVE VILLAGE	IL	600073311	11	72.585454545	2013
1639237092	BRADENTON	FL	342095532	44	229.64727273	2013
1639246754	ANAHEIM	CA	928012804	78	186.8925641	2013
1639258361	NORTH LITTLE ROCK	AR	721185312	12	71.421666667	2013
1639259252	WATERBURY	CT	06708	75	179.99746667	2013
1639259294	DALLAS	TX	752313833	26	80.28	2013
1639259518	VICKSBURG	MS	391805102	58	66.5649305555	2013
1639259690	CONCORD	NC	280252927	52	73.189469697	2013
1639261365	SYRACUSE	NY	132052545	331	239.00935841	2013
1639266620	NEWNAN	GA	302655631	101	64.722277228	2013
1639267297	CLEVELAND	OH	441950001	252	73.123238265	2013
1639268345	HOUSTON	TX	770902900	107	106.88762238266666	2013
1639271331	MARIETTA	GA	300609415	324	119.27151515775	2013
1639271729	WEST COLUMBIA	SC	291692429	173	70.35711549199999	2013
1639271943	WINFIELD	IL	60190	216	76.31796875	2013
1639276587	JACKSONVILLE	FL	322571099	128	168.460409935	2013
1639282437	NASSAU BAY	TX	77058	28	162.31142857	2013
1639285182	SEATTLE	WA	981225788	71	70.817323944	2013
1639289705	OXNARD	CA	930303722	11	76.191818182	2013
1639289929	PULLMAN	WA	991635512	23	70.99826087	2013
1639292758	FULLERTON	CA	928353635	17	196.45882353	2013
1639294259	SAINT CLOUD	MN	563034872	16	163.4975	2013
1639309180	TUCSON	AZ	857413548	29	114.4	2013
1639322910	NEW YORK	NY	100215342	38	85.350526316	2013
1639324692	CAMP LEJEUNE	NC	285472538	14	80.008571429	2013
1639325020	TEMPLE	TX	765080001	19	68.753684211	2013
1639330236	CLAYTON	NC	275202174	35	152.796	2013
1639331051	IOWA CITY	IA	522421009	11	70.38	2013
1639342785	TAMPA	FL	336147165	59	69.2882564105	2013
1639354806	CHATTANOOGA	TN	374043239	11	72.898181818	2013
1639358096	GLEN CARBON	IL	62034	58	162.42706897	2013
1639365240	SAVANNAH	GA	31405	44	213.3775	2013
1639366727	FAIRFAX	VA	220314638	58	199.30496893999998	2013
1639369697	ARCADIA	CA	910071528	55	72.907454545	2013
1639370398	SAN DIEGO	CA	921205270	78	124.084112903	2013
1639373129	IRVING	TX	750392875	46	70.65682261250001	2013
1639375108	BAKERSFIELD	CA	93301	37	179.78324324	2013
1639375215	OKLAHOMA CITY	OK	731523277	18	63.82	2013
1639375496	CHICAGO	IL	606127232	79	79.9295414375	2013
1639376304	DETROIT	MI	482022608	72	67.870138889	2013
1639377344	JACKSON	MS	39202	12	66.5025	2013
1639389083	CORPUS CHRISTI	TX	784111820	12	73.76	2013
1639473028	LITITZ	PA	175437694	32	64.8325	2013
1639496508	GALVESTON	TX	775550591	52	64.268846154	2013
1649202904	MEDFORD	OR	975047134	13	77.202307692	2013
1649204306	FLORENCE	KY	410423969	77	138.14077922	2013
1649205980	RENO	NV	895021175	132	74.968847014	2013
1649208679	AKRON	OH	443332483	37	231.60837838	2013
1649209842	ST AUGUSTINE	FL	320864162	180	105.43352564933333	2013
1649210295	SEATTLE	WA	981012756	16	83.145625	2013
1649211657	EVANSVILLE	IN	47750	23	67.95	2013
1649212770	WASILLA	AK	996546844	20	185.2	2013
1649213414	CAPE GIRARDEAU	MO	63701	550	126.279991127	2013
1649218108	EVANSVILLE	IN	47750	31	66.00483871	2013
1649219536	TROY	MI	480986363	37	244.55054054	2013
1649223850	SYLVA	NC	287792722	26	65.235384615	2013
1649224676	NEW LONDON	CT	063204700	232	83.9851532145	2013
1649229030	ENTERPRISE	AL	363302510	24	66.394166667	2013
1649230491	LAS VEGAS	NV	891064189	29	146.06689655	2013
1649233180	MCKINNEY	TX	750691650	125	235.94093032	2013
1649234394	BETHLEHEM	PA	180177307	26	65.323846154	2013
1649235854	CHESAPEAKE	VA	233204931	288	167.4028877	2013
1649237793	GREENVILLE	SC	296154816	331	144.77785498	2013
1649238072	YOUNGSTOWN	OH	445141993	170	77.1792657025	2013
1649238676	DANVILLE	VA	245412936	15	163.78266667	2013
1649238734	NEW ORLEANS	LA	701212429	63	70.1929563895	2013
1649242637	NORTH DARTMOUTH	MA	027473713	45	65.784888889	2013
1649243890	CLIFTON PARK	NY	120653107	210	100.168891791	2013
