state	county	ssa	year	penetration	eligibles	enrolled	avg_ffscost	bench_pay
Alaska	Haines	2100	2008	NA	381	NA	6328.338073928126	844.43
Alaska	Juneau	2110	2008	0.6699999999999999	2979	20	7115.315576142607	809.71
Alaska	Kenai Peninsula	2122	2008	1.1900000000000002	6899	82	NA	985.3299999999999
Alaska	Ketchikan Gateway	2130	2008	NA	1586	NA	9428.580657822818	836.12
Alaska	Kodiak Island	2150	2008	NA	1000	NA	7093.821160520607	894.92
Alaska	Lake and Peninsula	2164	2008	NA	131	NA	NA	750.7
Alaska	Matanuska-Susitna	2170	2008	1.31	7624	100	7231.317095015571	816.4599999999999
Alaska	Nome	2180	2008	NA	655	NA	10619.190357695832	860
Alaska	North Slope	2185	2008	NA	401	NA	NA	1076.49
Alaska	Northwest Arctic	2188	2008	NA	459	NA	NA	726.24
Alaska	Prince of Wales-Outer Ketchikan	2201	2008	NA	600	NA	NA	867.3499999999999
Alaska	Sitka	2220	2008	NA	968	NA	10522.412809373734	958.8
Alaska	Skagway-Hoonah-Angoon	2232	2008	NA	392	NA	NA	842.91
Alaska	Southeast Fairbanks	2240	2008	NA	816	NA	6762.1645661037655	756.93
Alaska	Valdez-Cordova	2261	2008	NA	964	NA	NA	749.12
Alaska	Wade Hampton	2270	2008	NA	467	NA	9799.132339015152	831.65
Alaska	Wrangell-Petersburg	2280	2008	NA	841	NA	8641.139706005775	877.5
Alaska	Yakutat	2282	2008	NA	71	NA	NA	842.91
Alaska	Yukon-Koyukuk	2290	2008	NA	596	NA	7662.785995076969	981.19
Alaska	Pending County Designation	NA	2008	NA	2	NA	NA	NA
Alaska	Pending County Designation	NA	2008	NA	2	NA	NA	NA
Alaska	Pending County Designation	NA	2008	NA	2	NA	NA	NA
Alaska	Pending County Designation	NA	2008	NA	2	NA	NA	NA
Alaska	Pending County Designation	NA	2008	NA	2	NA	NA	NA
Alaska	Pending County Designation	NA	2008	NA	2	NA	NA	NA
Alaska	Pending County Designation	NA	2008	NA	2	NA	NA	NA
Arizona	Apache	3000	2008	6.930000000000001	8846	613	7216.937763683632	716.25
Arizona	Cochise	3010	2008	23.58	23902	5635	6887.293029858725	716.25
Arizona	Coconino	3020	2008	14.7	12893	1895	7249.57903405802	716.25
Arizona	Gila	3030	2008	12.739999999999998	12924	1647	8592.360686420108	719.22
Arizona	Graham	3040	2008	24.919999999999998	4707	1173	7374.634971244681	716.25
Arizona	Greenlee	3050	2008	21.650000000000002	1113	241	6974.621497241922	716.25
Arizona	La Paz	3055	2008	13.719999999999999	4533	622	7656.423175544882	716.25
Arizona	Maricopa	3060	2008	43.24	451457	195228	8665.67363484754	791.62
Arizona	Mohave	3070	2008	18.7	45880	8581	7570.042930313508	791.62
Arizona	Navajo	3080	2008	13.950000000000001	15810	2206	7272.4799838493545	716.25
Arizona	Pima	3090	2008	42.790000000000006	153613	65725	7740.202829549839	791.62
Arizona	Pinal	3100	2008	38.94	43037	16757	8212.710704221923	791.62
Arizona	Santa Cruz	3110	2008	42.91	6355	2727	5590.78082060861	716.25
Arizona	Yavapai	3120	2008	18.68	52407	9792	6867.863592594149	716.25
Arizona	Yuma	3130	2008	16.06	24972	4010	7511.146932486716	716.25
Arizona	Pending County Designation	NA	2008	NA	8943	NA	NA	NA
Arizona	Pending County Designation	NA	2008	NA	8943	NA	NA	NA
Arizona	Pending County Designation	NA	2008	NA	8943	NA	NA	NA
Arizona	Pending County Designation	NA	2008	NA	8943	NA	NA	NA
Arizona	Pending County Designation	NA	2008	NA	8943	NA	NA	NA
Arizona	Pending County Designation	NA	2008	NA	8943	NA	NA	NA
Arizona	Pending County Designation	NA	2008	NA	8943	NA	NA	NA
Arkansas	Arkansas	4000	2008	5.17	3813	197	8338.991986005143	716.25
Arkansas	Ashley	4010	2008	5.79	4470	259	8629.690567988511	798.3499999999999
Arkansas	Baxter	4020	2008	15.55	13263	2063	7197.1321487019795	716.25
Arkansas	Benton	4030	2008	22.279999999999998	29596	6593	6915.340708252825	791.62
Arkansas	Boone	4040	2008	16.330000000000002	8384	1369	6795.071730176029	716.25
Arkansas	Bradley	4050	2008	7.18	2478	178	9213.598594950916	878.13
Arkansas	Calhoun	4060	2008	5.92	1131	67	8401.477588014057	716.25
Arkansas	Carroll	4070	2008	16.650000000000002	5640	939	5745.344123036197	716.25
Arkansas	Chicot	4080	2008	2.9699999999999998	2623	78	8963.56319290811	785.01
Arkansas	Clark	4090	2008	12.9	4078	526	6697.881890454713	716.25
Arkansas	Clay	4100	2008	11.61	4082	474	8632.118124107288	758.9399999999999
Arkansas	Cleburne	4110	2008	6.26	6904	432	7198.642941814719	716.25
Arkansas	Cleveland	4120	2008	4.59	1700	78	8348.611672443165	716.25
Arkansas	Columbia	4130	2008	9.02	4947	446	8704.107401883548	716.25
Arkansas	Conway	4140	2008	16.24	4457	724	7020.628398189921	716.25
Arkansas	Craighead	4150	2008	8.49	14272	1211	7229.959442921832	716.25
Arkansas	Crawford	4160	2008	27.24	10539	2871	7713.080726367469	791.62
Arkansas	Crittenden	4170	2008	13.07	7215	943	8327.220240450244	800.1
Arkansas	Cross	4180	2008	13.27	3375	448	7470.558130570906	716.25
Arkansas	Dallas	4190	2008	9.6	1698	163	7993.3069325130555	764.3
Arkansas	Desha	4200	2008	4.930000000000001	2595	128	9362.81758679371	736.8199999999999
Arkansas	Drew	4210	2008	5.35	3102	166	8469.99530848155	757.88
Arkansas	Faulkner	4220	2008	5.1499999999999995	13361	688	7106.514683267643	791.62
Arkansas	Franklin	4230	2008	17.7	3678	651	6568.4198712432435	791.62
Arkansas	Fulton	4240	2008	14.03	3057	429	7394.678077818695	716.25
Arkansas	Garland	4250	2008	9.03	23622	2134	7533.678447895774	720.4
Arkansas	Grant	4260	2008	5.49	2951	162	7935.545545276902	791.62
Arkansas	Greene	4270	2008	13.06	7857	1026	7915.46547042517	716.25
Arkansas	Hempstead	4280	2008	10.01	3938	394	7596.469644608371	747.56
Arkansas	Hot Spring	4290	2008	7.4	6299	466	7942.691350982748	731.93
Arkansas	Howard	4300	2008	9.209999999999999	2618	241	7315.415350844529	765.65
Arkansas	Independence	4310	2008	4.6499999999999995	7208	335	8379.296037062868	733.73
Arkansas	Izard	4320	2008	11.42	3712	424	8038.223773942951	716.25
Arkansas	Jackson	4330	2008	4.56	3640	166	9044.995243186891	815.2900000000001
Arkansas	Jefferson	4340	2008	18.19	13364	2431	7232.130203251199	716.25
Arkansas	Johnson	4350	2008	16.919999999999998	4739	802	7055.53626199981	716.25
Arkansas	Lafayette	4360	2008	7.34	1663	122	8928.060434497085	725.11
Arkansas	Lawrence	4370	2008	9.15	4054	371	7857.434801028203	716.25
Arkansas	Lee	4380	2008	24.58	1965	483	7917.318170394572	716.25
Arkansas	Lincoln	4390	2008	12.6	2087	263	7794.291147346048	716.25
Arkansas	Little River	4400	2008	7.2	2696	194	10148.910356925851	813.49
Arkansas	Logan	4410	2008	17.959999999999997	4904	881	7227.72122785283	716.25
Arkansas	Lonoke	4420	2008	9.219999999999999	9156	844	7885.446334850993	791.62
Arkansas	Madison	4430	2008	21.610000000000003	2934	634	5939.614032786672	791.62
Arkansas	Marion	4440	2008	16.5	4467	737	6393.057234919552	716.25
Arkansas	Miller	4450	2008	13.03	7059	920	8346.356180054972	841.54
Arkansas	Mississippi	4460	2008	9.16	8025	735	8207.790047225808	716.25
Arkansas	Monroe	4470	2008	8.4	1917	161	8313.123849693251	716.25
Arkansas	Montgomery	4480	2008	4.159999999999999	2258	94	6578.846512835726	756.11
Arkansas	Nevada	4490	2008	10.43	1965	205	7805.358183360893	769.14
Arkansas	Newton	4500	2008	17.53	2088	366	6314.981631608433	716.25
Arkansas	Ouachita	4510	2008	15.38	5684	874	7062.687060292552	716.25
Arkansas	Perry	4520	2008	14.07	2302	324	7416.066505055853	791.62
Arkansas	Phillips	4530	2008	14.98	4292	643	8365.936033622931	716.25
Arkansas	Pike	4540	2008	5.03	2384	120	7437.6358391858485	716.25
Arkansas	Poinsett	4550	2008	11.99	5180	621	8021.563261493627	716.25
Arkansas	Polk	4560	2008	5.01	4746	238	6974.382183781132	716.25
Arkansas	Pope	4570	2008	13.91	10366	1442	6765.3078470602095	716.25
Arkansas	Prairie	4580	2008	4.34	1867	81	9125.092327948112	716.25
Arkansas	Pulaski	4590	2008	10.29	57184	5886	8082.580088887949	791.62
Arkansas	Randolph	4600	2008	18.35	4207	772	7441.082196724183	716.25
Arkansas	St. Francis	4610	2008	20	4409	882	7483.988587440697	716.25
Arkansas	Saline	4620	2008	7.8	17328	1351	8664.442909262369	791.62
Arkansas	Scott	4630	2008	17.2	2489	428	6951.128418876189	716.25
Arkansas	Searcy	4640	2008	16.58	2262	375	6949.87955558399	716.25
Arkansas	Sebastian	4650	2008	19.919999999999998	20382	4061	7049.492554661385	791.62
Arkansas	Sevier	4660	2008	5.430000000000001	2523	137	9146.535423577347	775.8499999999999
Arkansas	Sharp	4670	2008	13.2	5449	719	8263.31521818305	716.25
Arkansas	Stone	4680	2008	12.239999999999998	3342	409	8433.132436403896	716.25
Arkansas	Union	4690	2008	5.88	8930	525	7284.145099994836	716.25
Arkansas	Van Buren	4700	2008	14.67	4641	681	7079.329333776796	716.25
Arkansas	Washington	4710	2008	15.08	23130	3488	6774.246977351873	791.62
Arkansas	White	4720	2008	8.98	13346	1199	8131.274413575948	716.25
Arkansas	Woodruff	4730	2008	6.34	1656	105	9075.425304989407	802.43
Arkansas	Yell	4740	2008	8.61	4148	357	8014.417901517425	751.74
Arkansas	Pending County Designation	NA	2008	NA	24	NA	NA	NA
Arkansas	Pending County Designation	NA	2008	NA	24	NA	NA	NA
Arkansas	Pending County Designation	NA	2008	NA	24	NA	NA	NA
Arkansas	Pending County Designation	NA	2008	NA	24	NA	NA	NA
Arkansas	Pending County Designation	NA	2008	NA	24	NA	NA	NA
Arkansas	Pending County Designation	NA	2008	NA	24	NA	NA	NA
Arkansas	Pending County Designation	NA	2008	NA	24	NA	NA	NA
California	Alameda	5000	2008	39.790000000000006	174953	69607	9362.425832890196	909.7800000000001
California	Alpine	5010	2008	NA	155	NA	7687.491596638656	1323.4
California	Amador	5020	2008	20.8	8215	1709	7016.790993454824	788.09
California	Butte	5030	2008	4.95	39996	1980	8325.168933071127	753.08
California	Calaveras	5040	2008	11.56	9841	1138	7363.603587418192	867.42
California	Colusa	5050	2008	5.25	2855	150	7329.322402672098	784.23
California	Contra Costa	5060	2008	44.51	135424	60280	9533.107846280387	961.99
California	Del Norte	5070	2008	8.94	5013	448	6783.225285028671	747.3599999999999
California	El Dorado	5080	2008	27.3	28292	7723	7813.927318791546	791.62
California	Fresno	5090	2008	25.779999999999998	103233	26614	8144.166439965846	791.62
California	Glenn	5100	2008	2.73	4581	125	8143.8658735203135	722.75
California	Humboldt	5110	2008	2.25	21995	494	7005.846114274587	756.69
California	Imperial	5120	2008	3.58	21991	788	7709.007259884613	732.8399999999999
California	Inyo	5130	2008	2.82	3759	106	8161.788763020204	760.72
California	Kern	5140	2008	34.04	88780	30222	9324.533243749402	791.62
California	Kings	5150	2008	10.360000000000001	13084	1355	8491.598766720846	740.8599999999999
California	Lake	5160	2008	8.98	13575	1219	9357.95029716481	912.56
California	Lassen	5170	2008	2.57	4053	104	8377.910370501906	750.8499999999999
California	Los Angeles	5200	2008	35.77	1109931	396996	11089.76431598131	937.75
California	Madera	5300	2008	29.830000000000002	18626	5556	7866.431264415316	791.62
California	Marin	5310	2008	34.59	41636	14402	8750.607625563021	830.15
California	Mariposa	5320	2008	8.84	3994	353	7807.037429722396	796.56
California	Mendocino	5330	2008	4.45	16186	721	7516.651154394944	765.98
California	Merced	5340	2008	5.14	26644	1369	8385.918967919162	740.26
California	Modoc	5350	2008	4.23	2175	92	6438.499817703096	780.89
California	Mono	5360	2008	4.359999999999999	1079	47	6831.4109297875875	866.14
California	Monterey	5370	2008	2.4699999999999998	46843	1159	8362.17324474277	829.08
California	Napa	5380	2008	34.13	22432	7657	9970.434306513218	939.4
California	Nevada	5390	2008	12.729999999999999	20336	2588	7193.287963219214	744.8599999999999
California	Orange	5400	2008	39.55	354143	140069	9492.345596993851	876.23
California	Placer	5410	2008	45.17	54858	24782	6904.30652196791	799.09
California	Plumas	5420	2008	5.55	4862	270	7390.672628461494	861.4
California	Riverside	5430	2008	45.47	255915	116356	8971.560016634077	874.9
California	Sacramento	5440	2008	42.339999999999996	177216	75027	7536.344958541997	791.62
California	San Benito	5450	2008	6.23	5571	347	8827.461398008645	820.3199999999999
California	San Bernardino	5460	2008	45.46	201737	91702	9736.375618537815	866.1
California	San Diego	5470	2008	39.48	375156	148113	8491.327221291345	815.81
California	San Francisco	5480	2008	34.449999999999996	120551	41524	8616.517133800788	842.6
California	San Joaquin	5490	2008	27.51	79714	21926	7981.776452180358	791.62
California	San Luis Obispo	5500	2008	12.16	43798	5327	7100.735246062002	717.92
California	San Mateo	5510	2008	41.96	97146	40762	8049.069254071547	791.62
California	Santa Barbara	5520	2008	20.03	59379	11891	7315.887972693333	791.62
California	Santa Clara	5530	2008	36.849999999999994	200421	73861	8177.474025693262	827.58
California	Santa Cruz	5540	2008	15.69	31617	4962	8436.573057765727	791.62
California	Shasta	5550	2008	5.99	37267	2231	8205.102081585304	959.62
California	Sierra	5560	2008	4.6899999999999995	704	33	6940.523317745332	762.66
California	Siskiyou	5570	2008	4.970000000000001	10533	523	6600.823116925578	746.19
California	Solano	5580	2008	41.260000000000005	50262	20736	8093.76765451271	853.64
California	Sonoma	5590	2008	34.7	70787	24560	8477.042459163044	791.62
California	Stanislaus	5600	2008	38	63867	24271	8678.393382001897	868.63
California	Sutter	5610	2008	5.5	13157	724	7657.150902279325	733.42
California	Tehama	5620	2008	5.49	11873	652	7591.472072192617	770.8599999999999
California	Trinity	5630	2008	4.99	3107	155	6971.140772161781	850.37
California	Tulare	5640	2008	10.61	47638	5054	8009.540075689961	791.62
California	Tuolumne	5650	2008	6.659999999999999	12363	823	7279.399198010678	771.61
California	Ventura	5660	2008	25.150000000000002	102697	25833	8747.543725596308	848.2700000000001
California	Yolo	5670	2008	43.68	21311	9309	6917.7019785742195	791.62
California	Yuba	5680	2008	8.41	9152	770	7980.455351749951	786.43
California	Pending County Designation	NA	2008	NA	3216	NA	NA	NA
California	Pending County Designation	NA	2008	NA	3216	NA	NA	NA
California	Pending County Designation	NA	2008	NA	3216	NA	NA	NA
California	Pending County Designation	NA	2008	NA	3216	NA	NA	NA
California	Pending County Designation	NA	2008	NA	3216	NA	NA	NA
California	Pending County Designation	NA	2008	NA	3216	NA	NA	NA
California	Pending County Designation	NA	2008	NA	3216	NA	NA	NA
Colorado	Adams	6000	2008	47.93	40828	19568	8945.08051926995	814
Colorado	Alamosa	6010	2008	18.2	2066	376	7367.658290641352	716.25
Colorado	Arapahoe	6020	2008	38.78	58650	22743	8095.762534763319	791.62
Colorado	Archuleta	6030	2008	14.31	2083	298	5687.323780636076	716.25
Colorado	Baca	6040	2008	1.09	1005	11	7995.029723655769	781.08
Colorado	Bent	6050	2008	7.48	909	68	8340.130641738095	716.25
Colorado	Boulder	6060	2008	32.190000000000005	30502	9818	8021.743951675473	791.62
Colorado	Broomfield	6630	2008	50.809999999999995	4903	2491	NA	NA
Colorado	Chaffee	6070	2008	15.7	3650	573	7122.007646318791	716.25
Colorado	Cheyenne	6080	2008	4.23	331	14	13526.538116970925	766.47
Colorado	Clear Creek	6090	2008	29.58	994	294	8074.598405604376	794.92
Colorado	Conejos	6100	2008	21.57	1507	325	9177.979125338745	716.25
Colorado	Costilla	6110	2008	16.610000000000003	933	155	5626.2642668364915	716.25
Colorado	Crowley	6120	2008	8.61	674	58	7812.791054384926	716.25
Colorado	Custer	6130	2008	13.42	924	124	5376.603457947762	716.25
Colorado	Delta	6140	2008	25.4	6696	1701	7944.305862705509	856.09
Colorado	Denver	6150	2008	43.839999999999996	68907	30209	8958.021366363639	797.6700000000001
Colorado	Dolores	6160	2008	9.9	414	41	6866.721948251983	716.25
Colorado	Douglas	6170	2008	34.64	19348	6703	7365.790298039425	791.62
Colorado	Eagle	6180	2008	9.8	2531	248	6382.591879112581	786.04
Colorado	Elbert	6190	2008	26.439999999999998	2080	550	7774.07695627844	791.62
Colorado	El Paso	6200	2008	21.88	67209	14705	7451.178365050031	791.62
Colorado	Fremont	6210	2008	19.34	9091	1758	6359.645994267246	716.25
Colorado	Garfield	6220	2008	13.84	4943	684	7470.92898182162	769.61
Colorado	Gilpin	6230	2008	27.88	452	126	5807.027173441969	791.62
Colorado	Grand	6240	2008	8.66	1386	120	6893.023454732696	770.15
Colorado	Gunnison	6250	2008	6.95	1382	96	6679.677570834159	716.25
Colorado	Hinsdale	6260	2008	NA	143	NA	3949.1639538558784	832.23
Colorado	Huerfano	6270	2008	11.850000000000001	1798	213	7454.801305734495	747.56
Colorado	Jackson	6280	2008	8.03	274	22	5892.8975041007225	716.25
Colorado	Jefferson	6290	2008	49.339999999999996	71457	35256	8035.48573911996	791.62
Colorado	Kiowa	6300	2008	4.55	308	14	12387.942929864254	811.74
Colorado	Kit Carson	6310	2008	4.859999999999999	1419	69	8167.7004664618235	758.61
Colorado	Lake	6320	2008	8.83	668	59	9374.809727843996	872.24
Colorado	La Plata	6330	2008	9.99	6139	613	6266.094194766876	716.25
Colorado	Larimer	6340	2008	23.05	36592	8433	7394.525285159736	791.62
Colorado	Las Animas	6350	2008	16.73	3185	533	7381.5718410290465	716.25
Colorado	Lincoln	6360	2008	6.6499999999999995	887	59	8481.308394938245	845.6700000000001
Colorado	Logan	6370	2008	9.43	3553	335	7180.91508002079	716.25
Colorado	Mesa	6380	2008	40.230000000000004	24005	9658	8581.39866310357	950.97
Colorado	Mineral	6390	2008	14.89	188	28	7234.451333333333	716.25
Colorado	Moffat	6400	2008	5.55	1603	89	7504.927186930034	768.81
Colorado	Montezuma	6410	2008	9.1	4584	417	6476.6841801367045	716.25
Colorado	Montrose	6420	2008	23.02	7497	1726	7097.686206474014	843.02
Colorado	Morgan	6430	2008	4.88	4142	202	8289.127935296787	741.55
Colorado	Otero	6440	2008	15.12	4133	625	8006.397853428187	718.38
Colorado	Ouray	6450	2008	16.25	720	117	6724.858612580835	754.3399999999999
Colorado	Park	6460	2008	26.08	1787	466	6611.3613405298365	791.62
Colorado	Phillips	6470	2008	3.8499999999999996	908	35	9576.376660526601	754.56
Colorado	Pitkin	6480	2008	3.68	1549	57	9392.112057851858	849.91
Colorado	Prowers	6490	2008	3.15	2093	66	9242.136551211124	778.16
Colorado	Pueblo	6500	2008	24.9	28626	7128	7800.099372591505	716.25
Colorado	Rio Blanco	6510	2008	20.439999999999998	871	178	9016.937283634466	930.8
Colorado	Rio Grande	6520	2008	22.68	2474	561	8066.014277082785	716.25
Colorado	Routt	6530	2008	7.21	1789	129	6261.367273283291	807.6700000000001
Colorado	Saguache	6540	2008	20.86	695	145	7338.510053352618	716.25
Colorado	San Juan	6550	2008	NA	80	NA	4324.434848484849	716.25
Colorado	San Miguel	6560	2008	18.34	398	73	5266.26274061509	716.25
Colorado	Sedgwick	6570	2008	3.59	641	23	8613.166779957273	795.3
Colorado	Summit	6580	2008	14.4	1680	242	6631.034317040483	716.25
Colorado	Teller	6590	2008	21.2	3241	687	6659.112787039835	791.62
Colorado	Washington	6600	2008	3.53	877	31	8333.987973920124	716.25
Colorado	Weld	6610	2008	23.5	25347	5956	7718.549921163933	791.62
Colorado	Yuma	6620	2008	2.75	1675	46	10833.996587071659	740.63
Colorado	Pending County Designation	NA	2008	NA	303	NA	NA	NA
Colorado	Pending County Designation	NA	2008	NA	303	NA	NA	NA
Colorado	Pending County Designation	NA	2008	NA	303	NA	NA	NA
Colorado	Pending County Designation	NA	2008	NA	303	NA	NA	NA
Colorado	Pending County Designation	NA	2008	NA	303	NA	NA	NA
Colorado	Pending County Designation	NA	2008	NA	303	NA	NA	NA
Colorado	Pending County Designation	NA	2008	NA	303	NA	NA	NA
Connecticut	Fairfield	7000	2008	16.86	128442	21657	9629.44179128647	807.97
Connecticut	Hartford	7010	2008	15.66	144692	22657	9264.14556302854	791.62
Connecticut	Litchfield	7020	2008	6.59	32566	2146	8716.322980765748	791.62
Connecticut	Middlesex	7030	2008	10.719999999999999	27040	2900	8867.529286389994	791.62
Connecticut	New Haven	7040	2008	17.85	136491	24364	10508.97669010419	818.26
Connecticut	New London	7050	2008	7.74	42955	3326	9235.106402464191	791.62
Connecticut	Tolland	7060	2008	12.32	19528	2405	8724.897736982504	848.48
Connecticut	Windham	7070	2008	11.18	17830	1994	9299.800665887971	791.62
Connecticut	Pending County Designation	NA	2008	NA	12	NA	NA	NA
Connecticut	Pending County Designation	NA	2008	NA	12	NA	NA	NA
Connecticut	Pending County Designation	NA	2008	NA	12	NA	NA	NA
Connecticut	Pending County Designation	NA	2008	NA	12	NA	NA	NA
Connecticut	Pending County Designation	NA	2008	NA	12	NA	NA	NA
Connecticut	Pending County Designation	NA	2008	NA	12	NA	NA	NA
Connecticut	Pending County Designation	NA	2008	NA	12	NA	NA	NA
Delaware	Kent	8000	2008	3.5	24264	849	8409.012487791026	716.25
Delaware	New Castle	8010	2008	5.03	74382	3742	8983.76591741082	791.62
Delaware	Sussex	8020	2008	3.15	42441	1339	8363.360152523575	716.25
Delaware	Pending County Designation	NA	2008	NA	1	NA	NA	NA
Delaware	Pending County Designation	NA	2008	NA	1	NA	NA	NA
